Wage (€),Value (€),Name,Age,Nationality,Overall,Potential,Club,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
4000,800000,R. Kristiansen,29,Norway,69,69,SK Brann,1751,83.0,65.0,84.0,71.0,61.0,62.0,65.0,46.0,65.0,43.0,42.0,15.0,7.0,15.0,10.0,12.0,45.0,64.0,66.0,56.0,46.0,65.0,48.0,61.0,67.0,60.0,47.0,68.0,84.0,76.0,72.0,61.0,46.0,35.0,60.0,64.0,64.0,59.0,60.0,207502,60.0,68.0,64.0,60.0,64.0,59.0,64.0,57.0,63.0,68.0,LB,60.0,68.0,64.0,60.0,64.0,59.0,64.0,57.0,63.0,68.0,57.0
4000,1100000,E. Knudtzon,28,Norway,69,69,Lillestrøm SK,1779,92.0,71.0,71.0,78.0,68.0,60.0,63.0,47.0,68.0,66.0,60.0,10.0,10.0,15.0,9.0,11.0,54.0,37.0,44.0,47.0,58.0,38.0,63.0,69.0,60.0,55.0,73.0,39.0,93.0,75.0,42.0,74.0,61.0,58.0,65.0,51.0,52.0,67.0,59.0,182160,65.0,56.0,51.0,59.0,52.0,67.0,67.0,68.0,68.0,58.0,RM ST,65.0,56.0,51.0,59.0,52.0,67.0,67.0,68.0,68.0,58.0,68.0
12000,1700000,Y. En-Nesyri,20,Morocco,69,79,Málaga CF,1575,73.0,33.0,62.0,44.0,70.0,59.0,48.0,37.0,71.0,72.0,47.0,13.0,9.0,14.0,9.0,13.0,66.0,31.0,72.0,40.0,64.0,16.0,59.0,67.0,69.0,59.0,67.0,27.0,79.0,45.0,31.0,59.0,44.0,65.0,63.0,42.0,43.0,67.0,55.0,235410,63.0,46.0,42.0,55.0,43.0,67.0,63.0,68.0,66.0,48.0,ST,63.0,46.0,42.0,55.0,43.0,67.0,63.0,68.0,66.0,48.0,68.0
5000,850000,E. Ambrose,28,Nigeria,69,69,Hibernian,1691,66.0,71.0,57.0,50.0,64.0,49.0,33.0,43.0,66.0,40.0,42.0,12.0,10.0,11.0,15.0,16.0,70.0,65.0,73.0,67.0,45.0,65.0,50.0,37.0,60.0,65.0,64.0,65.0,69.0,75.0,68.0,81.0,46.0,30.0,57.0,68.0,66.0,56.0,60.0,186876,57.0,63.0,68.0,60.0,66.0,56.0,57.0,57.0,55.0,62.0,RB CB,57.0,63.0,68.0,60.0,66.0,56.0,57.0,57.0,55.0,62.0,57.0
11000,2300000,L. Bénes,19,Slovakia,69,83,Borussia Mönchengladbach,1749,69.0,49.0,77.0,78.0,71.0,56.0,71.0,76.0,64.0,62.0,68.0,12.0,10.0,9.0,9.0,9.0,38.0,28.0,59.0,63.0,68.0,46.0,50.0,63.0,58.0,76.0,64.0,47.0,64.0,58.0,33.0,56.0,69.0,75.0,68.0,46.0,53.0,66.0,63.0,234728,68.0,53.0,46.0,63.0,53.0,66.0,67.0,62.0,67.0,56.0,LM CM CAM,68.0,53.0,46.0,63.0,53.0,66.0,67.0,62.0,67.0,56.0,62.0
11000,1300000,J. Aholou,23,Ivory Coast,69,77,RC Strasbourg,1684,64.0,75.0,55.0,60.0,67.0,65.0,51.0,46.0,61.0,40.0,44.0,13.0,7.0,7.0,14.0,8.0,60.0,71.0,54.0,66.0,40.0,68.0,49.0,46.0,65.0,73.0,60.0,67.0,61.0,57.0,72.0,64.0,52.0,47.0,59.0,68.0,68.0,58.0,62.0,220905,59.0,65.0,68.0,62.0,68.0,58.0,60.0,56.0,58.0,65.0,CM CDM,59.0,65.0,68.0,62.0,68.0,58.0,60.0,56.0,58.0,65.0,56.0
13000,775000,B. Angoua,30,Ivory Coast,69,69,New England Revolution,1556,54.0,80.0,58.0,65.0,,,,39.0,37.0,36.0,28.0,8.0,12.0,12.0,15.0,16.0,,,,59.0,37.0,,43.0,29.0,70.0,,50.0,67.0,40.0,57.0,68.0,76.0,,25.0,49.0,68.0,64.0,47.0,54.0,196580,49.0,60.0,68.0,54.0,64.0,47.0,48.0,49.0,46.0,58.0,CB,49.0,60.0,68.0,54.0,64.0,47.0,48.0,49.0,46.0,58.0,49.0
1000,1200000,T. Qalinge,25,South Africa,69,70,Orlando Pirates,1616,80.0,32.0,74.0,67.0,70.0,62.0,63.0,62.0,75.0,62.0,54.0,10.0,8.0,14.0,14.0,10.0,34.0,29.0,38.0,48.0,59.0,23.0,64.0,63.0,64.0,69.0,52.0,30.0,78.0,64.0,39.0,49.0,66.0,52.0,68.0,39.0,48.0,67.0,61.0,224484,68.0,50.0,39.0,61.0,48.0,67.0,68.0,61.0,69.0,54.0,LW RW LM RM,68.0,50.0,39.0,61.0,48.0,67.0,68.0,61.0,69.0,54.0,61.0
6000,1000000,S. Lowry,28,Australia,69,71,Perth Glory,1641,60.0,91.0,55.0,52.0,59.0,65.0,62.0,36.0,61.0,36.0,62.0,13.0,10.0,8.0,7.0,7.0,64.0,63.0,71.0,62.0,25.0,65.0,51.0,39.0,52.0,64.0,51.0,68.0,65.0,63.0,65.0,83.0,45.0,26.0,53.0,68.0,64.0,52.0,56.0,183524,53.0,63.0,68.0,56.0,64.0,52.0,56.0,52.0,54.0,63.0,LB CB,53.0,63.0,68.0,56.0,64.0,52.0,56.0,52.0,54.0,63.0,52.0
0,0,R. McGowan,27,Australia,69,69,,1753,64.0,80.0,57.0,61.0,63.0,61.0,59.0,52.0,57.0,44.0,55.0,12.0,11.0,12.0,12.0,13.0,71.0,66.0,45.0,58.0,42.0,71.0,58.0,43.0,60.0,61.0,58.0,70.0,70.0,82.0,72.0,75.0,45.0,54.0,55.0,69.0,66.0,55.0,58.0,190180,55.0,68.0,69.0,58.0,66.0,55.0,58.0,57.0,56.0,67.0,CB RB,55.0,68.0,69.0,58.0,66.0,55.0,58.0,57.0,56.0,67.0,57.0
6000,1500000,V. Angban,20,Ivory Coast,69,79,Waasland-Beveren,1737,62.0,80.0,71.0,69.0,70.0,73.0,59.0,60.0,61.0,46.0,45.0,11.0,13.0,8.0,9.0,13.0,41.0,67.0,62.0,70.0,55.0,59.0,39.0,49.0,61.0,72.0,58.0,59.0,62.0,56.0,72.0,72.0,69.0,37.0,64.0,65.0,68.0,60.0,66.0,229606,64.0,63.0,65.0,66.0,68.0,60.0,62.0,56.0,61.0,63.0,CM CDM,64.0,63.0,65.0,66.0,68.0,60.0,62.0,56.0,61.0,63.0,56.0
4000,1400000,E. Yao Guy,21,Ivory Coast,69,78,FC Lugano,1529,66.0,65.0,60.0,48.0,55.0,64.0,38.0,38.0,53.0,23.0,36.0,7.0,10.0,16.0,9.0,10.0,60.0,68.0,80.0,38.0,30.0,71.0,46.0,30.0,60.0,53.0,48.0,71.0,69.0,58.0,74.0,73.0,36.0,30.0,47.0,68.0,60.0,47.0,49.0,227832,47.0,63.0,68.0,49.0,60.0,47.0,49.0,47.0,47.0,61.0,CB,47.0,63.0,68.0,49.0,60.0,47.0,49.0,47.0,47.0,61.0,47.0
5000,875000,M. Jurman,27,Australia,69,69,Suwon Samsung Bluewings,1549,53.0,76.0,47.0,41.0,47.0,57.0,55.0,30.0,48.0,41.0,29.0,8.0,16.0,14.0,12.0,16.0,67.0,72.0,69.0,64.0,34.0,67.0,37.0,23.0,54.0,60.0,56.0,65.0,51.0,75.0,67.0,85.0,45.0,25.0,47.0,68.0,64.0,46.0,54.0,192250,47.0,62.0,68.0,54.0,64.0,46.0,50.0,48.0,47.0,61.0,CB,47.0,62.0,68.0,54.0,64.0,46.0,50.0,48.0,47.0,61.0,48.0
28000,700000,D. Pudil,31,Czech Republic,69,69,Sheffield Wednesday,1913,64.0,82.0,67.0,59.0,69.0,73.0,70.0,71.0,66.0,49.0,69.0,13.0,14.0,13.0,7.0,9.0,63.0,62.0,64.0,70.0,68.0,68.0,61.0,59.0,65.0,69.0,74.0,67.0,61.0,85.0,68.0,74.0,59.0,54.0,64.0,68.0,69.0,63.0,67.0,181247,64.0,68.0,68.0,67.0,69.0,63.0,66.0,63.0,64.0,68.0,LB,64.0,68.0,68.0,67.0,69.0,63.0,66.0,63.0,64.0,68.0,63.0
6000,1200000,C. Charisis,22,Greece,69,75,Sint-Truidense VV,1862,67.0,71.0,53.0,72.0,69.0,59.0,60.0,69.0,64.0,52.0,72.0,10.0,7.0,12.0,11.0,9.0,45.0,67.0,66.0,72.0,72.0,67.0,65.0,54.0,58.0,72.0,75.0,64.0,57.0,73.0,68.0,68.0,62.0,59.0,64.0,65.0,68.0,62.0,67.0,229247,64.0,65.0,65.0,67.0,68.0,62.0,64.0,60.0,62.0,66.0,RM CM CDM,64.0,65.0,65.0,67.0,68.0,62.0,64.0,60.0,62.0,66.0,60.0
3000,1300000,Y. Osorio,23,Venezuela,69,77,Tondela,1481,57.0,81.0,45.0,51.0,59.0,72.0,33.0,31.0,44.0,25.0,32.0,11.0,9.0,10.0,13.0,8.0,70.0,65.0,71.0,38.0,30.0,66.0,40.0,30.0,67.0,59.0,40.0,64.0,56.0,66.0,68.0,74.0,33.0,35.0,46.0,68.0,61.0,46.0,50.0,237297,46.0,61.0,68.0,50.0,61.0,46.0,48.0,47.0,45.0,59.0,CB,46.0,61.0,68.0,50.0,61.0,46.0,48.0,47.0,45.0,59.0,47.0
8000,625000,A. Crofts,33,Wales,69,69,Scunthorpe United,1881,53.0,75.0,58.0,72.0,68.0,69.0,64.0,62.0,61.0,60.0,52.0,6.0,12.0,11.0,9.0,6.0,66.0,57.0,67.0,67.0,68.0,64.0,67.0,63.0,69.0,71.0,76.0,71.0,51.0,79.0,72.0,70.0,67.0,67.0,65.0,67.0,68.0,65.0,68.0,163570,65.0,66.0,67.0,68.0,68.0,65.0,64.0,65.0,63.0,66.0,CM,65.0,66.0,67.0,68.0,68.0,65.0,64.0,65.0,63.0,66.0,65.0
5000,825000,L. Sam,32,Ghana,69,69,D.C. United,1756,72.0,69.0,76.0,70.0,68.0,67.0,70.0,70.0,67.0,62.0,60.0,7.0,14.0,6.0,13.0,16.0,39.0,32.0,67.0,62.0,60.0,30.0,61.0,70.0,64.0,64.0,69.0,32.0,77.0,68.0,31.0,62.0,68.0,60.0,67.0,44.0,52.0,67.0,62.0,138188,67.0,51.0,44.0,62.0,52.0,67.0,68.0,64.0,68.0,54.0,LM RM,67.0,51.0,44.0,62.0,52.0,67.0,68.0,64.0,68.0,54.0,64.0
9000,1300000,N. Rajsel,24,Slovenia,69,72,KV Oostende,1758,70.0,46.0,73.0,69.0,70.0,66.0,62.0,64.0,72.0,67.0,62.0,6.0,14.0,8.0,10.0,12.0,52.0,33.0,71.0,64.0,69.0,31.0,65.0,67.0,62.0,69.0,71.0,32.0,73.0,67.0,34.0,62.0,68.0,63.0,69.0,45.0,52.0,68.0,64.0,238796,69.0,51.0,45.0,64.0,52.0,68.0,68.0,66.0,68.0,54.0,RM LM,69.0,51.0,45.0,64.0,52.0,68.0,68.0,66.0,68.0,54.0,66.0
6000,1200000,W. Kanon,23,Ivory Coast,69,73,ADO Den Haag,1600,65.0,67.0,57.0,50.0,65.0,59.0,55.0,33.0,61.0,25.0,30.0,8.0,13.0,15.0,7.0,11.0,64.0,68.0,72.0,50.0,48.0,67.0,45.0,25.0,60.0,54.0,65.0,71.0,63.0,68.0,71.0,81.0,31.0,35.0,49.0,68.0,63.0,50.0,53.0,221641,49.0,65.0,68.0,53.0,63.0,50.0,53.0,51.0,51.0,64.0,LB CB,49.0,65.0,68.0,53.0,63.0,50.0,53.0,51.0,51.0,64.0,51.0
14000,1400000,M. Kone,25,Ivory Coast,69,74,CD Leganés,1686,77.0,68.0,82.0,76.0,70.0,60.0,51.0,47.0,72.0,69.0,56.0,10.0,11.0,13.0,10.0,11.0,51.0,26.0,75.0,40.0,60.0,16.0,57.0,71.0,63.0,60.0,77.0,12.0,79.0,64.0,30.0,71.0,57.0,54.0,66.0,42.0,45.0,68.0,57.0,204992,66.0,45.0,42.0,57.0,45.0,68.0,65.0,68.0,67.0,48.0,ST,66.0,45.0,42.0,57.0,45.0,68.0,65.0,68.0,67.0,48.0,68.0
5000,1800000,J. Lazare Amani,19,Ivory Coast,69,81,KAS Eupen,1782,79.0,68.0,81.0,80.0,74.0,68.0,56.0,36.0,75.0,56.0,42.0,7.0,8.0,8.0,9.0,11.0,41.0,55.0,73.0,66.0,69.0,38.0,40.0,66.0,68.0,68.0,73.0,53.0,77.0,73.0,58.0,58.0,67.0,49.0,70.0,56.0,62.0,69.0,68.0,234948,70.0,61.0,56.0,68.0,62.0,69.0,69.0,65.0,69.0,63.0,CM,70.0,61.0,56.0,68.0,62.0,69.0,69.0,65.0,69.0,63.0,65.0
23000,1200000,T. Hoban,23,Republic of Ireland,69,75,Watford,1581,53.0,56.0,57.0,49.0,58.0,64.0,53.0,42.0,51.0,34.0,34.0,12.0,12.0,15.0,9.0,12.0,68.0,68.0,73.0,56.0,33.0,71.0,31.0,27.0,64.0,64.0,48.0,70.0,54.0,57.0,74.0,72.0,52.0,52.0,51.0,68.0,64.0,49.0,56.0,203464,51.0,64.0,68.0,56.0,64.0,49.0,52.0,49.0,50.0,62.0,LB CB,51.0,64.0,68.0,56.0,64.0,49.0,52.0,49.0,50.0,62.0,49.0
6000,350000,M. Mikić,37,Croatia,69,69,Sanfrecce Hiroshima,1792,68.0,55.0,74.0,67.0,69.0,60.0,76.0,70.0,73.0,49.0,57.0,15.0,8.0,16.0,14.0,9.0,39.0,56.0,57.0,67.0,59.0,46.0,59.0,67.0,66.0,70.0,64.0,57.0,69.0,59.0,52.0,61.0,69.0,55.0,67.0,55.0,61.0,66.0,66.0,141265,67.0,60.0,55.0,66.0,61.0,66.0,68.0,61.0,68.0,63.0,RM,67.0,60.0,55.0,66.0,61.0,66.0,68.0,61.0,68.0,63.0,61.0
16000,675000,A. Al Mayoof,30,Saudi Arabia,69,69,Al Hilal,1113,50.0,25.0,43.0,40.0,15.0,31.0,14.0,14.0,19.0,16.0,15.0,65.0,67.0,62.0,67.0,75.0,20.0,18.0,55.0,24.0,14.0,18.0,17.0,14.0,71.0,28.0,23.0,18.0,44.0,35.0,18.0,79.0,14.0,16.0,,,,,,210140,,,,,,,,,,,GK,,,,,,,,,,,
1000,850000,B. Khuzwayo,27,South Africa,69,71,Kaizer Chiefs,1081,35.0,19.0,31.0,49.0,22.0,34.0,16.0,18.0,20.0,14.0,12.0,71.0,71.0,73.0,67.0,71.0,12.0,19.0,61.0,35.0,13.0,9.0,22.0,13.0,52.0,34.0,21.0,8.0,42.0,26.0,9.0,59.0,43.0,14.0,,,,,,209874,,,,,,,,,,,GK,,,,,,,,,,,
6000,1100000,R. Pich,28,Slovakia,69,69,Śląsk Wrocław,1661,77.0,33.0,85.0,79.0,70.0,61.0,61.0,53.0,68.0,69.0,53.0,10.0,14.0,7.0,8.0,7.0,53.0,17.0,50.0,60.0,67.0,25.0,56.0,69.0,54.0,68.0,66.0,29.0,83.0,73.0,29.0,46.0,64.0,58.0,68.0,38.0,46.0,68.0,61.0,222163,68.0,48.0,38.0,61.0,46.0,68.0,68.0,65.0,69.0,51.0,RM LM,68.0,48.0,38.0,61.0,46.0,68.0,68.0,65.0,69.0,51.0,65.0
10000,1300000,H. Hermannsson,22,Iceland,69,76,Brøndby IF,1485,60.0,61.0,64.0,52.0,63.0,63.0,22.0,25.0,51.0,17.0,22.0,13.0,14.0,14.0,14.0,10.0,66.0,64.0,79.0,60.0,19.0,72.0,31.0,23.0,65.0,64.0,32.0,67.0,54.0,68.0,68.0,76.0,51.0,24.0,51.0,68.0,65.0,47.0,56.0,208597,51.0,61.0,68.0,56.0,65.0,47.0,50.0,44.0,46.0,59.0,CB,51.0,61.0,68.0,56.0,65.0,47.0,50.0,44.0,46.0,59.0,44.0
1000,1500000,D. Zuma,22,South Africa,69,77,Kaizer Chiefs,1608,80.0,38.0,75.0,78.0,71.0,58.0,63.0,63.0,80.0,51.0,50.0,11.0,7.0,7.0,7.0,7.0,38.0,35.0,41.0,58.0,51.0,29.0,48.0,66.0,63.0,74.0,49.0,33.0,77.0,61.0,35.0,45.0,62.0,55.0,68.0,41.0,51.0,66.0,63.0,240164,68.0,52.0,41.0,63.0,51.0,66.0,69.0,60.0,69.0,55.0,LW CAM RW,68.0,52.0,41.0,63.0,51.0,66.0,69.0,60.0,69.0,55.0,60.0
9000,1100000,M. Masango,27,South Africa,69,69,Randers FC,1741,84.0,51.0,82.0,76.0,69.0,65.0,73.0,60.0,66.0,62.0,62.0,8.0,12.0,14.0,8.0,8.0,66.0,24.0,80.0,62.0,62.0,34.0,65.0,66.0,60.0,65.0,65.0,21.0,79.0,64.0,35.0,34.0,61.0,63.0,66.0,42.0,48.0,66.0,61.0,183847,66.0,51.0,42.0,61.0,48.0,66.0,68.0,65.0,68.0,53.0,RM LM,66.0,51.0,42.0,61.0,48.0,66.0,68.0,65.0,68.0,53.0,65.0
7000,1300000,A. El Messaoudi,21,Morocco,69,77,KV Mechelen,1596,60.0,74.0,60.0,68.0,69.0,62.0,42.0,27.0,62.0,23.0,25.0,10.0,9.0,13.0,6.0,7.0,64.0,66.0,81.0,67.0,29.0,66.0,37.0,39.0,64.0,70.0,38.0,64.0,54.0,70.0,67.0,74.0,68.0,23.0,59.0,68.0,68.0,54.0,63.0,220968,59.0,63.0,68.0,63.0,68.0,54.0,58.0,49.0,54.0,63.0,CB CDM,59.0,63.0,68.0,63.0,68.0,54.0,58.0,49.0,54.0,63.0,49.0
20000,875000,S. Sharahili,27,Saudi Arabia,69,69,Al Nassr,1794,78.0,74.0,75.0,65.0,69.0,65.0,64.0,53.0,71.0,37.0,35.0,16.0,14.0,8.0,15.0,6.0,45.0,67.0,41.0,64.0,58.0,65.0,40.0,60.0,69.0,64.0,55.0,63.0,81.0,90.0,67.0,76.0,59.0,50.0,64.0,65.0,68.0,63.0,66.0,208929,64.0,69.0,65.0,66.0,68.0,63.0,67.0,59.0,65.0,70.0,LM RM CM CDM,64.0,69.0,65.0,66.0,68.0,63.0,67.0,59.0,65.0,70.0,59.0
10000,650000,R. M'Bolhi,31,Algeria,69,69,Stade Rennais FC,1204,57.0,45.0,61.0,56.0,16.0,64.0,13.0,13.0,10.0,10.0,13.0,70.0,62.0,63.0,61.0,78.0,12.0,17.0,78.0,42.0,13.0,10.0,22.0,12.0,69.0,45.0,17.0,10.0,41.0,44.0,13.0,75.0,42.0,14.0,,,,,,198962,,,,,,,,,,,GK,,,,,,,,,,,
20000,1200000,S. Dallas,26,Northern Ireland,69,70,Leeds United,1773,71.0,60.0,72.0,69.0,69.0,67.0,68.0,57.0,72.0,62.0,54.0,13.0,7.0,11.0,13.0,7.0,54.0,45.0,58.0,60.0,62.0,36.0,57.0,68.0,60.0,68.0,68.0,43.0,70.0,78.0,46.0,68.0,66.0,61.0,67.0,52.0,57.0,67.0,64.0,203570,67.0,57.0,52.0,64.0,57.0,67.0,68.0,65.0,68.0,59.0,RM LM,67.0,57.0,52.0,64.0,57.0,67.0,68.0,65.0,68.0,59.0,65.0
5000,1400000,Z. Ferhat,24,Algeria,69,73,Le Havre AC,1537,77.0,34.0,75.0,65.0,69.0,64.0,75.0,58.0,69.0,55.0,38.0,13.0,10.0,14.0,15.0,8.0,33.0,19.0,40.0,62.0,34.0,22.0,51.0,60.0,57.0,74.0,51.0,27.0,80.0,61.0,30.0,61.0,64.0,36.0,65.0,37.0,47.0,63.0,60.0,222515,65.0,48.0,37.0,60.0,47.0,63.0,68.0,58.0,67.0,52.0,RM,65.0,48.0,37.0,60.0,47.0,63.0,68.0,58.0,67.0,52.0,58.0
4000,1700000,K. Sarfo,22,Ghana,69,79,Malmö FF,1750,81.0,34.0,92.0,93.0,78.0,72.0,61.0,63.0,77.0,64.0,49.0,13.0,13.0,10.0,15.0,13.0,36.0,51.0,82.0,59.0,55.0,42.0,45.0,59.0,61.0,64.0,48.0,37.0,67.0,74.0,40.0,48.0,65.0,61.0,68.0,47.0,55.0,66.0,64.0,237364,68.0,55.0,47.0,64.0,55.0,66.0,69.0,61.0,69.0,59.0,RM CAM,68.0,55.0,47.0,64.0,55.0,66.0,69.0,61.0,69.0,59.0,61.0
13000,1600000,S. Abdullahi,20,Nigeria,69,77,Eintracht Braunschweig,1583,81.0,68.0,69.0,69.0,65.0,62.0,33.0,38.0,62.0,67.0,32.0,15.0,11.0,14.0,10.0,14.0,63.0,17.0,64.0,19.0,63.0,20.0,66.0,69.0,62.0,59.0,75.0,12.0,86.0,65.0,18.0,87.0,55.0,35.0,62.0,41.0,41.0,66.0,52.0,227638,62.0,42.0,41.0,52.0,41.0,66.0,60.0,68.0,63.0,44.0,ST,62.0,42.0,41.0,52.0,41.0,66.0,60.0,68.0,63.0,44.0,68.0
9000,800000,S. Marinos,29,Greece,69,69,Sporting Charleroi,1758,72.0,70.0,71.0,74.0,65.0,71.0,67.0,31.0,63.0,37.0,41.0,9.0,14.0,9.0,15.0,14.0,64.0,67.0,73.0,65.0,43.0,71.0,44.0,43.0,66.0,67.0,70.0,69.0,74.0,66.0,70.0,63.0,60.0,31.0,60.0,68.0,67.0,59.0,62.0,173097,60.0,68.0,68.0,62.0,67.0,59.0,62.0,57.0,60.0,68.0,LB RB,60.0,68.0,68.0,62.0,67.0,59.0,62.0,57.0,60.0,68.0,57.0
10000,1200000,M. Lüftner,23,Czech Republic,69,75,FC København,1456,42.0,78.0,49.0,46.0,46.0,68.0,37.0,32.0,42.0,26.0,31.0,14.0,9.0,6.0,11.0,7.0,69.0,62.0,65.0,60.0,33.0,68.0,27.0,34.0,63.0,57.0,50.0,67.0,59.0,62.0,69.0,85.0,32.0,18.0,44.0,68.0,62.0,44.0,50.0,239402,44.0,59.0,68.0,50.0,62.0,44.0,46.0,47.0,43.0,57.0,CB,44.0,59.0,68.0,50.0,62.0,44.0,46.0,47.0,43.0,57.0,47.0
5000,1000000,A. Guié Guié,30,Ivory Coast,69,69,US Orléans Loiret Football,1613,75.0,68.0,70.0,71.0,68.0,64.0,45.0,49.0,69.0,74.0,41.0,10.0,13.0,13.0,7.0,6.0,62.0,23.0,80.0,41.0,60.0,13.0,41.0,63.0,71.0,57.0,66.0,20.0,80.0,65.0,17.0,59.0,47.0,69.0,63.0,40.0,43.0,66.0,55.0,199724,63.0,44.0,40.0,55.0,43.0,66.0,63.0,68.0,65.0,47.0,ST,63.0,44.0,40.0,55.0,43.0,66.0,63.0,68.0,65.0,47.0,68.0
5000,850000,Sunny,28,Nigeria,69,69,Real Salt Lake,1816,64.0,83.0,72.0,60.0,64.0,49.0,43.0,60.0,59.0,43.0,51.0,16.0,10.0,16.0,10.0,7.0,52.0,66.0,72.0,67.0,68.0,53.0,50.0,56.0,68.0,72.0,72.0,64.0,68.0,81.0,72.0,72.0,59.0,46.0,63.0,66.0,68.0,61.0,66.0,174382,63.0,64.0,66.0,66.0,68.0,61.0,61.0,60.0,60.0,64.0,CM CDM,63.0,64.0,66.0,66.0,68.0,61.0,61.0,60.0,60.0,64.0,60.0
7000,1100000,A. Rooney,29,Republic of Ireland,69,69,Aberdeen,1667,58.0,70.0,69.0,67.0,65.0,63.0,47.0,45.0,64.0,68.0,43.0,11.0,11.0,11.0,11.0,9.0,72.0,18.0,73.0,49.0,64.0,24.0,74.0,69.0,65.0,63.0,73.0,21.0,62.0,67.0,23.0,82.0,55.0,64.0,63.0,44.0,46.0,65.0,57.0,176941,63.0,43.0,44.0,57.0,46.0,65.0,61.0,68.0,63.0,46.0,ST,63.0,43.0,44.0,57.0,46.0,65.0,61.0,68.0,63.0,46.0,68.0
0,0,A. Baroja,27,Venezuela,69,71,,1165,42.0,19.0,32.0,57.0,21.0,23.0,13.0,13.0,19.0,13.0,14.0,67.0,71.0,69.0,64.0,70.0,15.0,22.0,55.0,32.0,12.0,11.0,25.0,19.0,64.0,26.0,24.0,19.0,42.0,44.0,15.0,66.0,65.0,25.0,,,,,,217095,,,,,,,,,,,GK,,,,,,,,,,,
11000,1200000,L. Manyama,26,South Africa,69,70,Atiker Konyaspor,1684,75.0,55.0,46.0,65.0,71.0,65.0,40.0,21.0,69.0,73.0,69.0,8.0,15.0,13.0,9.0,15.0,73.0,16.0,60.0,40.0,67.0,31.0,75.0,74.0,70.0,65.0,77.0,29.0,72.0,69.0,33.0,48.0,70.0,71.0,68.0,44.0,47.0,71.0,61.0,219912,68.0,48.0,44.0,61.0,47.0,71.0,66.0,71.0,67.0,49.0,CF RW LW CAM,68.0,48.0,44.0,61.0,47.0,71.0,66.0,71.0,67.0,49.0,71.0
5000,1100000,A. O'Connor,24,Republic of Ireland,69,71,Aberdeen,1744,64.0,70.0,69.0,71.0,61.0,72.0,57.0,56.0,60.0,40.0,44.0,11.0,10.0,15.0,7.0,10.0,66.0,65.0,85.0,58.0,54.0,64.0,41.0,44.0,67.0,64.0,45.0,66.0,74.0,77.0,68.0,77.0,55.0,29.0,58.0,68.0,65.0,56.0,61.0,204297,58.0,66.0,68.0,61.0,65.0,56.0,60.0,55.0,58.0,66.0,CDM CB,58.0,66.0,68.0,61.0,65.0,56.0,60.0,55.0,58.0,66.0,55.0
5000,1400000,E. Boateng,23,Ghana,69,74,LA Galaxy,1742,94.0,50.0,90.0,91.0,67.0,68.0,59.0,58.0,72.0,61.0,44.0,10.0,12.0,11.0,12.0,14.0,30.0,38.0,61.0,50.0,57.0,44.0,46.0,61.0,63.0,65.0,69.0,30.0,91.0,69.0,46.0,58.0,62.0,57.0,67.0,47.0,53.0,67.0,61.0,217606,67.0,55.0,47.0,61.0,53.0,67.0,68.0,63.0,69.0,58.0,LM,67.0,55.0,47.0,61.0,53.0,67.0,68.0,63.0,69.0,58.0,63.0
13000,1100000,R. Munsy,27,DR Congo,69,69,Grasshopper Club Zürich,1630,81.0,48.0,60.0,51.0,67.0,64.0,39.0,59.0,65.0,70.0,41.0,11.0,15.0,9.0,15.0,14.0,56.0,38.0,59.0,41.0,62.0,27.0,42.0,66.0,69.0,50.0,71.0,29.0,84.0,74.0,32.0,90.0,46.0,49.0,61.0,47.0,48.0,65.0,55.0,179971,61.0,50.0,47.0,55.0,48.0,65.0,62.0,68.0,63.0,51.0,RM ST,61.0,50.0,47.0,55.0,48.0,65.0,62.0,68.0,63.0,51.0,68.0
21000,1300000,J. Böðvarsson,25,Iceland,69,71,Reading,1764,74.0,54.0,62.0,60.0,70.0,60.0,59.0,63.0,69.0,66.0,56.0,13.0,12.0,7.0,6.0,14.0,66.0,22.0,70.0,61.0,65.0,37.0,62.0,65.0,66.0,64.0,67.0,34.0,79.0,86.0,30.0,80.0,62.0,63.0,66.0,48.0,52.0,67.0,62.0,212992,66.0,52.0,48.0,62.0,52.0,67.0,68.0,68.0,67.0,55.0,ST,66.0,52.0,48.0,62.0,52.0,67.0,68.0,68.0,67.0,55.0,68.0
23000,1400000,A. Olanare,23,Nigeria,69,73,CSKA Moscow,1704,69.0,60.0,71.0,73.0,60.0,65.0,56.0,64.0,68.0,69.0,49.0,10.0,13.0,7.0,12.0,15.0,69.0,18.0,72.0,43.0,67.0,19.0,68.0,68.0,54.0,66.0,76.0,26.0,68.0,63.0,21.0,84.0,64.0,62.0,64.0,43.0,44.0,66.0,56.0,211457,64.0,44.0,43.0,56.0,44.0,66.0,63.0,68.0,65.0,46.0,ST,64.0,44.0,43.0,56.0,44.0,66.0,63.0,68.0,65.0,46.0,68.0
